Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Unnamed: 11,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Unnamed: 20,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
24/05/2020,Punjab,66142.0,Samples Sent,2060.0,60114.0,3968.0,,,,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2024-05-2020.pdf,,,,,,,
25/05/2020,Punjab,67213.0,Samples Sent,2081.0,62686.0,2446.0,,,,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2025-05-2020.pdf,,,,,,,
26/05/2020,Punjab,69818.0,Samples Sent,2106.0,64160.0,3552.0,,,,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2026-05-2020.pdf,,https://t.me/indiacovid/5580?single,,,,,
27/05/2020,Punjab,72468.0,Samples Sent,2139.0,66417.0,3912.0,,,,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2027-05-2020.pdf,,https://t.me/indiacovid/5672?single,,,,,
28/05/2020,Punjab,72468.0,Samples Sent,2158.0,67325.0,2985.0,,,,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2028-05-2020.pdf,,https://t.me/indiacovid/5733?single,,,,,
29/05/2020,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,Rajasthan,12279.0,Reports Received,260.0,11439.0,580.0,,,,,,,,,,,,,http://www.rajswasthya.nic.in/,,,2.12%,0.16,159.0,47.0,77264000.0
07/04/2020,Rajasthan,17638.0,Reports Received,363.0,16401.0,874.0,,,,,,,,,,,,,,,,2.06%,0.23,228.0,49.0,77264000.0
08/04/2020,Rajasthan,17638.0,Reports Received,363.0,16401.0,874.0,,,,,,,,,,,,,http://www.rajswasthya.nic.in/,,,2.06%,0.23,228.0,49.0,77264000.0
09/04/2020,Rajasthan,19107.0,Reports Received,463.0,17851.0,793.0,,,,,,,,,,,,,http://www.rajswasthya.nic.in/,,https://twitter.com/TabeenahAnjum/status/1248310723882536960?s=09,2.42%,0.25,247.0,41.0,77264000.0
10/04/2020,Rajasthan,22349.0,Reports Received,561.0,20698.0,1090.0,,,,,,,,,,,,,https://t.me/c/1428198946/1843,,,2.51%,0.29,289.0,40.0,77264000.0
11/04/2020,Rajasthan,24857.0,Reports Received,678.0,22583.0,1586.0,,,,,,,,,,,,,http://www.rajswasthya.nic.in/,,,2.73%,0.32,322.0,37.0,77264000.0
12/04/2020,Rajasthan,28505.0,Reports Received,796.0,25105.0,2559.0,,,,,,,,,,,,,https://t.me/indiacovid/2093,,,2.79%,0.37,369.0,36.0,77264000.0
13/04/2020,Rajasthan,31804.0,Reports Received,847.0,28657.0,2300.0,,,,,,,,,,,,,https://t.me/indiacovid/2160,,,2.66%,0.41,412.0,38.0,77264000.0
14/04/2020,Rajasthan,34928.0,Reports Received,1005.0,29376.0,4583.0,,,,,,,,,,,,,https://t.me/indiacovid/2309,,,2.88%,0.45,452.0,35.0,77264000.0
15/04/2020,Rajasthan,37860.0,Reports Received,1076.0,31902.0,4882.0,,,,,,,,,,,,,https://t.me/indiacovid/2376,,,2.84%,0.49,490.0,35.0,77264000.0
16/04/2020,Rajasthan,40778.0,Reports Received,1101.0,33739.0,5938.0,,,,,,,,,,,,,https://t.me/indiacovid/2402,,,2.70%,0.53,528.0,37.0,77264000.0
17/04/2020,Rajasthan,42847.0,Reports Received,1229.0,36153.0,5465.0,,,,,,,,,,,,,https://t.me/indiacovid/2516,,,2.87%,0.55,555.0,35.0,77264000.0
18/04/2020,Rajasthan,47197.0,Reports Received,1282.0,39092.0,6823.0,,,,,,,,,,,,,https://t.me/indiacovid/2547,,,2.72%,0.61,611.0,37.0,77264000.0
19/04/2020,Rajasthan,51614.0,Reports Received,1478.0,43537.0,6599.0,,,,,,,,,,,,,https://t.me/indiacovid/2691,,,2.86%,0.67,668.0,35.0,77264000.0
20/04/2020,Rajasthan,57290.0,Reports Received,1576.0,47657.0,8057.0,,,,,,,,,,,,,https://t.me/indiacovid/2801,,,2.75%,0.74,741.0,36.0,77264000.0
21/04/2020,Rajasthan,61492.0,Reports Received,1735.0,54100.0,5657.0,,,,,,,,,,,,,https://t.me/indiacovid/2888,,,2.82%,0.8,796.0,35.0,77264000.0
22/04/2020,Rajasthan,66257.0,Reports Received,1888.0,58552.0,5817.0,,,,,,,,,,,,,https://t.me/indiacovid/2974,,,2.85%,0.86,858.0,35.0,77264000.0
23/04/2020,Rajasthan,69764.0,Reports Received,1964.0,63485.0,4315.0,,,,,,,,,,,,,https://t.me/indiacovid/3041,,,2.82%,0.9,903.0,36.0,77264000.0
24/04/2020,Rajasthan,74484.0,Reports Received,2034.0,68133.0,4317.0,,,,,,,,,,,,,https://t.me/indiacovid/3122,,,2.73%,0.96,964.0,37.0,77264000.0
25/04/2020,Rajasthan,78993.0,Reports Received,2083.0,71806.0,5104.0,,,,,,,,,,,,,https://t.me/indiacovid/3210,,,2.64%,1.02,1022.0,38.0,77264000.0
26/04/2020,Rajasthan,82942.0,Reports Received,2185.0,75670.0,5087.0,,,,,,,,,,,,,https://t.me/indiacovid/3292,,,2.63%,1.07,1073.0,38.0,77264000.0
27/04/2020,Rajasthan,87777.0,Reports Received,2262.0,80830.0,4685.0,,,,,,,,,,,,,https://t.me/indiacovid/3388,,,2.58%,1.14,1136.0,39.0,77264000.0
28/04/2020,Rajasthan,92506.0,Reports Received,2364.0,85834.0,4308.0,,,,,,,,,,,,,https://t.me/indiacovid/3478,,,2.56%,1.2,1197.0,39.0,77264000.0
29/04/2020,Rajasthan,97790.0,Reports Received,2438.0,90108.0,5244.0,,,,,,,,,,,,,https://t.me/indiacovid/3560,,,2.49%,1.27,1266.0,40.0,77264000.0
30/04/2020,Rajasthan,103704.0,Reports Received,2584.0,,,,,,,,,,,,,,,https://twitter.com/ANI/status/1255888838251163649?s=09,,,2.49%,1.34,1342.0,40.0,77264000.0
01/05/2020,Rajasthan,108543.0,Reports Received,2666.0,100277.0,5600.0,,,,,,,,,,,,,https://t.me/indiacovid/3768,,,2.46%,1.4,1405.0,41.0,77264000.0
02/05/2020,Rajasthan,113934.0,Reports Received,2720.0,104705.0,6509.0,,,,,,,,,,,,,https://t.me/indiacovid/3799,,,2.39%,1.47,1475.0,42.0,77264000.0
03/05/2020,Rajasthan,120240.0,Reports Received,2886.0,112345.0,5009.0,,,,,,,,,,,,,https://twitter.com/ANI/status/1256977323942744065?s=19,,,2.40%,1.56,1556.0,42.0,77264000.0
04/05/2020,Rajasthan,129258.0,Reports Received,3061.0,122513.0,3684.0,,,,,,,,,,,,,https://t.me/indiacovid/4023,,,2.37%,1.67,1673.0,42.0,77264000.0
05/05/2020,Rajasthan,134987.0,Reports Received,3158.0,128297.0,3532.0,,,,,,,,,,,,,https://t.me/indiacovid/4088,,,2.34%,1.75,1747.0,43.0,77264000.0
06/05/2020,Rajasthan,139580.0,Reports Received,3317.0,134172.0,2091.0,,,,,,,,,,,,,https://t.me/indiacovid/4164,,,2.38%,1.81,1807.0,42.0,77264000.0
07/05/2020,Rajasthan,145510.0,Reports Received,3427.0,139830.0,2253.0,,,,,,,,,,,,,https://twitter.com/ANI/status/1258423972963782656?s=19,,,2.36%,1.88,1883.0,42.0,77264000.0
08/05/2020,Rajasthan,152245.0,Reports Received,3579.0,146198.0,2468.0,,,,,,,,,,,,,https://t.me/indiacovid/4305,,,2.35%,1.97,1970.0,43.0,77264000.0
09/05/2020,Rajasthan,159157.0,Reports Received,3708.0,152296.0,3153.0,,,,,,,,,,,,,https://t.me/indiacovid/4404,,,2.33%,2.06,2060.0,43.0,77264000.0
10/05/2020,Rajasthan,166424.0,Reports Received,3814.0,158830.0,3780.0,,,,,,,,,,,,,https://t.me/indiacovid/4481,,,2.29%,2.15,2154.0,44.0,77264000.0
11/05/2020,Rajasthan,176130.0,Reports Received,3988.0,168546.0,3596.0,,,,,,,,,,,,,https://t.me/indiacovid/4565,,,2.26%,2.28,2280.0,44.0,77264000.0
12/05/2020,Rajasthan,185610.0,Reports Received,4126.0,,,,,,,,,,,,,,,https://t.me/indiacovid/4631,,,2.22%,2.4,2402.0,45.0,77264000.0
13/05/2020,Rajasthan,194683.0,Reports Received,4328.0,186125.0,4230.0,,,,,,,,,,,,,https://t.me/indiacovid/4702,,,2.22%,2.52,2520.0,45.0,77264000.0
14/05/2020,Rajasthan,204243.0,Reports Received,4534.0,197269.0,2440.0,,,,,,,,,,,,,https://t.me/indiacovid/4771,,,2.22%,2.64,2643.0,45.0,77264000.0
15/05/2020,Rajasthan,212317.0,Reports Received,4747.0,203770.0,3800.0,,,,,,,,,,,,,https://t.me/indiacovid/4827,,,2.24%,2.75,2748.0,45.0,77264000.0
16/05/2020,Rajasthan,221439.0,Reports Received,4960.0,213395.0,3084.0,,,,,,,,,,,,,https://t.me/indiacovid/4897,,,2.24%,2.87,2866.0,45.0,77264000.0
17/05/2020,Rajasthan,231946.0,Reports Received,5202.0,221764.0,4980.0,,,,,,,,,,,,,https://t.me/indiacovid/4990,,,2.24%,3.0,3002.0,45.0,77264000.0
18/05/2020,Rajasthan,243476.0,Reports Received,5375.0,234165.0,3936.0,,,,,,,,,,,,,https://t.me/indiacovid/5019,,,2.21%,3.15,3151.0,45.0,77264000.0
19/05/2020,Rajasthan,254533.0,Reports Received,5845.0,244955.0,3733.0,,,,,,,,,,,,,https://t.me/indiacovid/5138,,,2.30%,3.29,3294.0,44.0,77264000.0
20/05/2020,Rajasthan,265555.0,Reports Received,6015.0,254128.0,5412.0,,,,,,,,,,,,,https://t.me/indiacovid/5226,,,2.27%,3.44,3437.0,44.0,77264000.0
21/05/2020,Rajasthan,275974.0,Reports Received,6227.0,266687.0,3060.0,,,,,,,,,,,,,https://t.me/indiacovid/5286,,,2.26%,3.57,3572.0,44.0,77264000.0
22/05/2020,Rajasthan,287164.0,Reports Received,6494.0,277744.0,2962.0,,,,,,,,,,,,,https://t.me/indiacovid/5349,,,,,,,
23/05/2020,Rajasthan,303935.0,Reports Received,6657.0,292384.0,4894.0,,,,,,,,,,,,,https://t.me/indiacovid/5375,,,,,,,
24/05/2020,Rajasthan,317067.0,Reports Received,7028.0,306209.0,3830.0,,,,,,,,,,,,,https://twitter.com/ANI/status/1264590131454861312?s=19,,,,,,,
25/05/2020,Rajasthan,327836.0,Reports Received,7300.0,318146.0,2390.0,,,,,,,,,,,,,https://t.me/indiacovid/5539,,,,,,,
26/05/2020,Rajasthan,337159.0,Reports Received,7536.0,326368.0,3255.0,,,,,,,,,,,,,https://t.me/indiacovid/5611,,,,,,,
27/05/2020,Rajasthan,350600.0,Reports Received,7816.0,338611.0,4173.0,,,,,,,,,,,,,https://t.me/indiacovid/5674,,,,,,,
28/05/2020,Rajasthan,365556.0,Reports Received,8067.0,351861.0,5628.0,,,,,,,,,,,,,https://t.me/indiacovid/5766,,,,,,,
29/05/2020,Rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2020,Sikkim,170.0,Samples Sent,0.0,169.0,1.0,,,,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.26,256.0,,664000.0
05/05/2020,Sikkim,181.0,Samples Sent,0.0,171.0,10.0,,11.0,,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.27,273.0,,664000.0
06/05/2020,Sikkim,189.0,Samples Sent,0.0,189.0,0.0,,,,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.28,285.0,,664000.0
07/05/2020,Sikkim,216.0,Samples Sent,0.0,207.0,9.0,,,,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.33,325.0,,664000.0
08/05/2020,Sikkim,216.0,Samples Sent,0.0,214.0,2.0,,,,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.33,325.0,,664000.0
09/05/2020,Sikkim,219.0,Samples Sent,0.0,219.0,0.0,,,,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.33,330.0,,664000.0
10/05/2020,Sikkim,219.0,Samples Sent,0.0,219.0,0.0,,540.0,Centre,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.33,330.0,,664000.0
11/05/2020,Sikkim,219.0,Samples Sent,0.0,219.0,0.0,,788.0,Centre,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.33,330.0,,664000.0
12/05/2020,Sikkim,348.0,Samples Sent,0.0,229.0,119.0,,944.0,Centre,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.52,524.0,,664000.0
13/05/2020,Sikkim,439.0,Samples Sent,0.0,268.0,171.0,,1116.0,Centre,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.66,661.0,,664000.0
14/05/2020,Sikkim,579.0,Samples Sent,0.0,292.0,287.0,1374.0,1253.0,Centre,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.87,872.0,,664000.0
15/05/2020,Sikkim,348.0,Samples Sent,0.0,229.0,119.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/20,,https://covid19sikkim.org/,0.00%,0.52,524.0,,664000.0
16/05/2020,Sikkim,840.0,Samples Sent,0.0,424.0,416.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/31,,https://covid19sikkim.org/,0.00%,1.27,1265.0,,664000.0
17/05/2020,Sikkim,947.0,Samples Sent,0.0,449.0,498.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/39,,https://covid19sikkim.org/,0.00%,1.43,1426.0,,664000.0
18/05/2020,Sikkim,1087.0,Samples Sent,0.0,536.0,551.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/46,,https://covid19sikkim.org/,0.00%,1.64,1637.0,,664000.0
19/05/2020,Sikkim,1204.0,Samples Sent,0.0,827.0,377.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/63,,https://covid19sikkim.org/,0.00%,1.81,1813.0,,664000.0
20/05/2020,Sikkim,1342.0,Samples Sent,0.0,955.0,387.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/76,,https://covid19sikkim.org/,0.00%,2.02,2021.0,,664000.0
22/05/2020,Sikkim,1637.0,Samples Sent,0.0,1347.0,290.0,2525.0,1907.0,Centre,618.0,,,,,,,,,https://covid19sikkim.org/,,,0.00%,2.47,2465.0,,664000.0
23/05/2020,Sikkim,1707.0,Samples Sent,0.0,1398.0,309.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/127,,https://covid19sikkim.org/,0.00%,2.57,2571.0,,664000.0
24/05/2020,Sikkim,1855.0,Samples Sent,1.0,1471.0,383.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/140,,https://covid19sikkim.org/,,,,,
25/05/2020,Sikkim,2103.0,Samples Sent,1.0,1508.0,594.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/153,,https://covid19sikkim.org/,,,,,
26/05/2020,Sikkim,2255.0,Samples Sent,1.0,1508.0,746.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/167,,https://covid19sikkim.org/,,,,,
27/05/2020,Sikkim,2417.0,Samples Sent,1.0,1665.0,751.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/182,,https://covid19sikkim.org/,,,,,
28/05/2020,Sikkim,2626.0,Samples Sent,1.0,1801.0,824.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/203,,https://covid19sikkim.org/,,,,,
29/05/2020,Sikkim,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,Tamil Nadu,3684.0,Samples Sent,411.0,2789.0,484.0,,,,,,13323.0,,3044.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03-04-20-COVID-19-6-PM.pdf,,,11.16%,0.05,49.0,9.0,75695000.0
08/04/2020,Tamil Nadu,5305.0,Samples Sent,690.0,4414.0,201.0,,,,,,22049.0,,3371.0,,,,,https://stopcorona.tn.gov.in/,,,13.01%,0.07,70.0,8.0,75695000.0
09/04/2020,Tamil Nadu,7267.0,Samples Sent,834.0,5824.0,485.0,,213.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,,,11.48%,0.1,96.0,9.0,75695000.0
10/04/2020,Tamil Nadu,8410.0,Samples Sent,911.0,6838.0,661.0,,168.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-04-20-COVID-19-6-PM.pdf,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,10.83%,0.11,111.0,9.0,75695000.0
11/04/2020,Tamil Nadu,9842.0,Samples Sent,969.0,7779.0,1094.0,,165.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.04.2020.pdf,,https://stopcorona.tn.gov.in/,9.85%,0.13,130.0,10.0,75695000.0
12/04/2020,Tamil Nadu,10655.0,Samples Sent,1075.0,,,,162.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.04.2020-5-pages-English-178-KB.pdf,,https://stopcorona.tn.gov.in/daily-bulletin/,10.09%,0.14,141.0,10.0,75695000.0
13/04/2020,Tamil Nadu,12746.0,Samples Sent,1173.0,,,,162.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.04.2020-5pages-English-181-KB.pdf,,,9.20%,0.17,168.0,11.0,75695000.0
14/04/2020,Tamil Nadu,19255.0,Samples Sent,1204.0,13234.0,777.0,,135.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14.04.2020-4-Pages-English-175-KB.pdf,,,6.25%,0.25,254.0,16.0,75695000.0
15/04/2020,Tamil Nadu,21994.0,Samples Sent,1242.0,15210.0,1383.0,,107.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15.04.2020.pdf,,,5.65%,0.29,291.0,18.0,75695000.0
16/04/2020,Tamil Nadu,26005.0,Samples Sent,1267.0,18743.0,1400.0,,41.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin16.04.2020-4-Pages-English-174-KB.pdf,,,4.87%,0.34,344.0,21.0,75695000.0
17/04/2020,Tamil Nadu,29673.0,Samples Sent,1323.0,21628.0,2023.0,,34.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.04.2020.pdf,,,4.46%,0.39,392.0,22.0,75695000.0
18/04/2020,Tamil Nadu,35036.0,Samples Sent,1372.0,27192.0,1433.0,,34.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18.04.2020.pdf,,,3.92%,0.46,463.0,26.0,75695000.0
19/04/2020,Tamil Nadu,40876.0,Samples Sent,1477.0,31853.0,2411.0,,20.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-04-20-COVID-19-6-PM-1.pdf,,,3.61%,0.54,540.0,28.0,75695000.0
20/04/2020,Tamil Nadu,46985.0,Samples Sent,1520.0,38082.0,2108.0,,145.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin20.04.2020.pdf,,,3.24%,0.62,621.0,31.0,75695000.0
21/04/2020,Tamil Nadu,53045.0,Samples Sent,1596.0,43582.0,1990.0,,145.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21.04.2020.pdf,,,3.01%,0.7,701.0,33.0,75695000.0
22/04/2020,Tamil Nadu,59023.0,Samples Sent,1629.0,49506.0,1937.0,,155.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22.04.2020.pdf,,,2.76%,0.78,780.0,36.0,75695000.0
23/04/2020,Tamil Nadu,65977.0,Samples Sent,1683.0,56836.0,1433.0,,106.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23.04.2020.pdf,,,2.55%,0.87,872.0,39.0,75695000.0
24/04/2020,Tamil Nadu,72403.0,Samples Sent,1755.0,62596.0,1483.0,,19.0,Government,,,29074.0,,3371.0,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24.04.2020.pdf,,,2.42%,0.96,957.0,41.0,75695000.0
25/04/2020,Tamil Nadu,80110.0,Samples Sent,1821.0,69390.0,1754.0,,25.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-25.04.2020.pdf,,,2.27%,1.06,1058.0,44.0,75695000.0
26/04/2020,Tamil Nadu,87605.0,Samples Sent,1885.0,77133.0,568.0,,36.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-26.04.2020.pdf,,,2.15%,1.16,1157.0,46.0,75695000.0
27/04/2020,Tamil Nadu,94781.0,Samples Sent,1937.0,83021.0,1381.0,,36.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-27-04-20-COVID-19-6-PM.pdf,,,2.04%,1.25,1252.0,49.0,75695000.0
28/04/2020,Tamil Nadu,101874.0,Samples Sent,2058.0,97908.0,1908.0,,47.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-28.04.2020.pdf,,,2.02%,1.35,1346.0,50.0,75695000.0
29/04/2020,Tamil Nadu,109961.0,Samples Sent,2162.0,105864.0,1935.0,,48.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-29.04.2020.pdf,,,1.97%,1.45,1453.0,51.0,75695000.0
30/04/2020,Tamil Nadu,119748.0,Samples Sent,2323.0,115761.0,1664.0,,40.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-30.04.2020.pdf,,,1.94%,1.58,1582.0,52.0,75695000.0
01/05/2020,Tamil Nadu,129363.0,Samples Sent,2526.0,124852.0,1985.0,,40.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-01.05.2020.pdf,,,1.95%,1.71,1709.0,51.0,75695000.0
02/05/2020,Tamil Nadu,139490.0,Samples Sent,2757.0,135698.0,1035.0,,40.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-02.05.2020.pdf,,,1.98%,1.84,1843.0,51.0,75695000.0
03/05/2020,Tamil Nadu,150107.0,Samples Sent,3023.0,145520.0,1564.0,,40.0,Government,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03.05.2020.pdf,,,2.01%,1.98,1983.0,50.0,75695000.0
04/05/2020,Tamil Nadu,162970.0,Samples Sent,3550.0,158558.0,862.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-04.05.2020-1.pdf,,,2.18%,2.15,2153.0,46.0,75695000.0
05/05/2020,Tamil Nadu,174828.0,Samples Sent,4058.0,170174.0,596.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-05.05.2020.pdf,,,2.32%,2.31,2310.0,43.0,75695000.0
06/05/2020,Tamil Nadu,188241.0,Samples Sent,4829.0,182541.0,871.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-06.05.2020.pdf,,,2.57%,2.49,2487.0,39.0,75695000.0
07/05/2020,Tamil Nadu,202436.0,Samples Sent,5409.0,195831.0,1196.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/05/Media-Bulletin-07-05-20-COVID-19-6-PM.pdf,,,2.67%,2.67,2674.0,37.0,75695000.0
08/05/2020,Tamil Nadu,216416.0,Samples Sent,6009.0,209495.0,912.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-08.05.2020.pdf,,,2.78%,2.86,2859.0,36.0,75695000.0
09/05/2020,Tamil Nadu,229670.0,Samples Sent,6535.0,222576.0,559.0,,,,,,,,,,,,,https://t.me/indiacovid/4383,,,2.85%,3.03,3034.0,35.0,75695000.0
10/05/2020,Tamil Nadu,243037.0,Samples Sent,7204.0,235157.0,676.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10.05.2020.pdf,,https://t.me/indiacovid/4453,2.96%,3.21,3211.0,34.0,75695000.0
11/05/2020,Tamil Nadu,254899.0,Samples Sent,8002.0,245562.0,1335.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.05.2020_1.pdf,,,3.14%,3.37,3367.0,32.0,75695000.0
12/05/2020,Tamil Nadu,266687.0,Samples Sent,8718.0,256720.0,1249.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.05.2020-23-Pages-English-584-KB.pdf,,,3.27%,3.52,3523.0,31.0,75695000.0
13/05/2020,Tamil Nadu,279467.0,Samples Sent,9227.0,269758.0,482.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.05.2020.pdf,,,3.30%,3.69,3692.0,30.0,75695000.0
14/05/2020,Tamil Nadu,291432.0,Samples Sent,9674.0,281001.0,757.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14-05-20-COVID-19-6-PM.pdf,,https://t.me/indiacovid/4747,3.32%,3.85,3850.0,30.0,75695000.0
15/05/2020,Tamil Nadu,303104.0,Samples Sent,10108.0,292045.0,951.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15-05-20-COVID-19-6-PM.pdf,,,3.33%,4.0,4004.0,30.0,75695000.0
16/05/2020,Tamil Nadu,313639.0,Samples Sent,10585.0,302523.0,531.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-16.05.2020.pdf,,https://t.me/indiacovid/4863,3.37%,4.14,4143.0,30.0,75695000.0
17/05/2020,Tamil Nadu,326720.0,Samples Sent,11224.0,315019.0,477.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.05.2020.pdf,,,3.44%,4.32,4316.0,29.0,75695000.0
18/05/2020,Tamil Nadu,337841.0,Samples Sent,11760.0,325546.0,535.0,,,,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18-05-20-COVID-19-6-PM.pdf,,https://t.me/indiacovid/5040,3.48%,4.46,4463.0,29.0,75695000.0
